Book Name,Author,Rating,Number of Reviews,Price,Rank,Genre,Listening Time (minutes),cleaned_description,cluster
"Rodrick Rules: Diary of a Wimpy Kid, Book 2",Jeff Kinney,4.6,3159.0,410.0,678,Humorous Fiction for Children,148.0,brought puffin,4
The Little Book of Hygge: The Danish Way to Live Well,Meik Wiking,4.6,2707.0,615.0,2,Politics,193.0,penguin present unabridged downloadable audiobook edition the little book hygge written read meik wiking,0
Thinking in Systems: A Primer,Donella H. Meadows,4.6,704.0,668.0,1,Organisational Behaviour,386.0,in year following role lead author international best seller limit growth first book show consequence unchecked growth finite planet donella meadow remained pioneer environmental social analysis untimely death,3
The Art of the Start 2.0,Guy Kawasaki,4.5,440.0,1328.0,2,Textbooks & Study Guides,585.0,the art start guy kawasaki classic guide launching making new product service idea success this new edition expanded reflect seismic change business last decade market leader struggled many basic getting established become easier cheaper democratic,3
The Forbidden Tattoo: Love in Times of Tinder,Shanaya Taneja,3.5,7.0,0.0,27,Adult Collections & Anthologies,26.0,all thing possible within dark corner mind fantasy take shape pleasure it one thing fantasize happens fantasy become reality,3
Do the Work,Steven Pressfield,4.4,1347.5,352.0,495,Personal Development & Self-Help,85.0,could getting way producing great work have started project never finished would like work matter know start the answer do work manifesto author steven pressfield show better idea actually work do work weapon resistance tool help take action successfully ship project door,3
Nine Lives: In Search of the Sacred in Modern India,William Dalrymple,4.5,255.0,721.0,91,"d, Body & Spirit",615.0,shortlisted bbc samuel johnson prize winner asia house award asian literature,1
Rule #1: The Simple Strategy for Successful Investing - in Only 15 Minutes a Week!,Phil Town,4.6,672.5,1149.0,882,ess,689.0,in book i show i turned million five year proceeded make many million i came investing person great math possessed zero extra cash wanted life extra three hour work every day,3
Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,4.5,736.5,351.0,1,Literature & Fiction (Books),178.0,one day sophie amundsen come home school find mailbox two note one question who where world come from irresistible beginning sophie becomes obsessed question take far beyond home through letter enrolls kind correspondence course covering socrates sartre mysterious philosopher receiving letter addressed another girl,3
The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,4.6,1346.0,754.0,1,Democracy,370.0,at heart audiobook senator obama vision move beyond division tackle concrete problem underlying story family friend member senate even president vigorous search connection foundation radically hopeful political consensus,3
"Fiber Fueled: The Plant-Based Gut Health Program for Losing Weight, Restoring Your Health, and Optimizing Your Microbiome",Will Bulsiewicz,4.8,813.0,879.0,2,g & Wellness,431.0,a bold new plan challenge popular keto paleo diet gastroenterologist,3
The Secret History,Donna Tartt,4.2,3094.5,1093.0,1,"Crime, Thriller & Mystery (Books)",1324.0,the smartest ever hear,3
The Hero with a Thousand Faces,Joseph Campbell,4.6,1577.5,1005.0,1,Mythology & Folklore Encyclopedias,877.0,since release the hero thousand face influenced million reader combining insight modern psychology joseph campbell revolutionary understanding comparative mythology in book campbell outline hero journey universal motif adventure transformation run virtually world mythic tradition he also explores cosmogonic cycle mythic pattern world creation destruction,3
Titan: Inside India's Most Successful Consumer Brand,Vinay Kamath,4.4,42.0,668.0,2,Analysis & Strategy,420.0,when titan company limited launched quartz watch year ago founder merry bunch tata employee started simply wanting something different could foreseen completely would capture imagination indian consumer era the brand created first tremendous odds restrictive norm injected freshness market retail space marketing strategy empathetic advertising not new watchmaker block transform watch utilitarian object fashion statement also systematically ventured area untapped corporate entity brand titan tanishq titan eyeplus skinn taneira established winner across multiple vertical,3
The Happiness Advantage,Shawn Achor,4.7,2114.5,797.0,1,ess Motivation & Self-Improvement,440.0,our commonly held formula success broken,3
Exhalation,Ted Chiang,4.6,1197.5,323.0,2,Science Fiction (Books),682.0,this second collection story signature ted chiang full revelatory idea deeply sympathetic character in the merchant alchemist gate portal time force fabric seller ancient baghdad grapple past mistake temptation second chance in epistolary exhalation alien scientist make shocking discovery ramification people reality and the lifecycle software object woman care artificial intelligence year elevating faddish digital pet might true living also included two story omphalos anxiety is dizziness freedom,2
F.U. Money: Make as Much Money as You Damn Well Want and Live Your LIfe as You Damn Well Please!,Dan Lok,4.4,387.0,656.0,2,ess & Economics,290.0,are tired rat race do wish time money would like never work if answered yes need look dan the man lok new book money,3
"Dirty Billionaire Trilogy: Dirty Billionaire, Dirty Pleasures, and Dirty Together",Meghan March,-1.0,267.25,820.0,4,Romance (Books),772.0,i got big ego even bigger bank account that pretty much bio end honestly i need say anything else i sold percent woman going home,3
Interpreter of Maladies,Jhumpa Lahiri,4.4,946.0,632.0,1,Fiction Short Stories,375.0,pulitzer prize fiction,1
The Brahmin,Ravi Shankar Etteth,4.2,190.0,668.0,2,Historical Fiction (Books),405.0,it time violence well calm men peace spreading message buddha even monk tortured dungeon pataliputra in magadha talk impending war kalinga while king ashoka plot movement ship cavalry queen asandhimitra brood growing unrest kingdom there one man trust take period uncertainty looming danger enigmatically named brahmin skilful spymaster custodian magadha secret,3
"Practicing the Power of Now: Teachings, Meditations, and Exercises from the Power of Now",Eckhart Tolle,4.7,1366.0,421.0,1,Personal Success,176.0,throughout spiritual classic the power now specific practice clear key show u discover ease lightness come simply quiet thought see world u present moment,3
Salt: A World History,Mark Kurlansky,4.4,961.5,1003.0,2,History of Civilization,828.0,from single origin discovery made fascinating tale salt people involved age interwoven fifteen recipe included meet every taste mark kurlansky produced kaleidoscope history masterpiece blend economic scientific political religious culinary record rich memorable tale,3
The Seven Spiritual Laws of Success,Deepak Chopra,4.5,3378.5,300.0,2,"d, Body & Spirit",86.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
"Feel the Fear and Do It Anyway: Dynamic Techniques for Turning Fear, Indecision, and Anger into Power, Action, and Love",Susan Jeffers PhD,4.6,2290.5,469.0,1,Personal Development & Self-Help,367.0,living taking chance feel fear do it anyway helped many men achieve success louise hay author you can heal your life,3
Shadow and Bone,Leigh Bardugo,4.4,1783.5,668.0,2,Children's Fantasy (Books),561.0,surrounded enemy nation ravka torn two shadow fold swath near impenetrable darkness crawling monster feast human flesh now fate may rest shoulder one lonely refugee,3
The Lord Of The Rings: The Two Towers (Dramatised),J. R. R Tolkien,4.8,1186.0,615.0,1,Epic Fantasy,269.0,by completing purchase agree audible condition use amazon privacy notice applicable audible recurring payment term,4
"Northern Lights: His Dark Materials Trilogy, Book 1",Philip Pullman,-1.0,267.25,748.0,1,Children's Fantasy (Books),645.0,captivating brought life glorious detail world contained within audiobook one despite fantastical nature feel almost real work fiction,3
The Rational Male,Rollo Tomassi,4.6,1964.0,836.0,717,g & Wellness,860.0,the rational male rational pragmatic approach intergender dynamic social psychological underpinnings intergender relation the book compiled core writing rollo tomassi,3
The Ultimate Zig Ziglar Library,Zig Ziglar,4.0,1.0,2008.0,1,Personal Development & Self-Help,850.0,you get everything life want help enough people get want this statement defining philosophy success wealth happiness perhaps famous quote legendary speaker author businessman zig ziglar yet monumental legacy incredible man hardly summarized single quote idea for zig ziglar truly giant field personal development,3
British Rule in India,Pandit Sunderlal,4.3,11.0,1003.0,1,Textbooks & Study Guides,1001.0,a freedom fighter telling account exploitation india east india company,3
The Little Book That Builds Wealth: Morningstar's Formula for Finding Great Investments,Pat Dorsey,4.5,143.5,703.0,318,Analysis & Strategy,294.0,in the little book that build wealth pat dorsey head morningstar equity research team outline effective approach investing includes economic moat tell apply strategy investment endeavor,3
